ESTAGIOID,CARGA_HORARIA,SITUACAO,TIPOESTAGIO,ESTAGIARIO_ID,CLASSIFICACAO,DATA_INICIO,DATA_FIM,ORIENTADOR_FK,CURSOID,MODALIDADE,NIVEL,CURSO,EMPRESAID,EMPRESA,TIPOEMPRESA
5855,300,3,0,3489,0,2021-07-12,2021-10-12,1186,682,1,2,"Bacharelado em Administração",1597,"Prefeitura Municipal de Cônego Marinho ",1
5857,300,3,0,3490,0,2021-07-12,2021-09-17,1186,682,1,2,"Bacharelado em Administração",2493,"Drogaria São Lucas de Januária LTDA ",2
5858,318,3,0,3492,0,2021-07-12,2021-09-24,1186,682,1,2,"Bacharelado em Administração",2244,"Superene - Antunes Confecções LTDA",2
5859,318,3,0,3493,0,2021-07-12,2021-09-24,1186,682,1,2,"Bacharelado em Administração",2244,"Superene - Antunes Confecções LTDA",2
5860,310,3,0,3494,0,2021-07-12,2021-10-15,1186,682,1,2,"Bacharelado em Administração",2443,"Clínica Santa Alice - EIRELE ",2
5910,300,3,0,3508,0,2021-07-12,2021-10-28,1186,682,1,2,"Bacharelado em Administração",2496,"Fórum Dr. Aurelino P. Gonçalves ",1
5914,300,3,0,3516,1,2021-07-29,2021-07-29,1186,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
5920,300,3,0,3523,0,2021-08-02,2021-10-29,1186,682,1,2,"Bacharelado em Administração",2335,"Fort Diesel EIRELI -  ME",2
6040,300,3,0,2865,0,2021-11-03,2022-01-14,1186,682,1,2,"Bacharelado em Administração",2536,"Instituto Educacional Delmiro Nogueira",2
6056,300,3,0,3674,0,2022-01-03,2022-03-31,1186,682,1,2,"Bacharelado em Administração",2320,"Prefeitura Municipal de Lontra",1
6085,300,3,0,3699,1,2022-02-18,2022-02-18,1186,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
6088,300,3,0,3703,0,2022-03-01,2022-05-31,1186,682,1,2,"Bacharelado em Administração",2551,"Alex de Almeida Souza",2
6250,300,3,0,3799,1,2022-03-17,2022-03-17,1186,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
6321,300,3,0,3871,1,2022-06-10,2022-06-10,1186,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
6349,1072,3,1,3894,0,2018-11-05,2019-12-29,323,682,1,2,"Bacharelado em Administração",2404,"Secretaria de Estado de Saúde de Minas Gerais - SES-MG",1
6544,300,3,0,3894,1,2022-10-11,2022-10-12,1186,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3129,80,3,0,324,0,2017-12-26,2018-01-27,196,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3130,80,3,0,324,0,2018-12-10,2018-12-21,196,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
802,160,3,0,395,NULL,2015-07-13,2015-12-18,397,799,4,1,"Técnico em Agropecuária",513,"Castro e Viana Projetos e Serviços Agropecuário LTDA",2
807,160,3,0,398,NULL,1992-02-01,1992-12-01,189,799,4,1,"Técnico em Agropecuária",805,"Monitoria nas Unidades de Produção da Escola Agrotécnica Federal da Januária",NULL
810,200,3,0,398,1,2016-09-05,2016-09-05,189,799,4,1,"Técnico em Agropecuária",NULL,NULL,NULL
813,160,3,0,404,NULL,2015-01-05,2015-07-15,154,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
816,160,3,0,405,NULL,2015-08-18,2016-01-12,196,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
819,80,3,0,406,NULL,2015-01-02,2016-01-16,196,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
820,80,3,0,406,0,2016-02-15,2016-02-26,408,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
825,160,3,0,409,NULL,2016-02-14,2016-03-08,196,799,4,1,"Técnico em Agropecuária",823,"Carlos Eduardo Almeida - Fazenda Erva Doce - Varzelândia/MG",NULL
828,168,3,0,413,NULL,2016-02-15,2016-03-14,198,799,4,1,"Técnico em Agropecuária",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
832,200,3,0,415,NULL,2015-01-20,2016-01-19,189,799,4,1,"Técnico em Agropecuária",831,"Fábio Magalhães Oliveira - Fazenda Nova Índia ou Peruaçu ",NULL
833,160,3,0,415,NULL,2016-01-20,2016-01-20,422,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
836,160,3,0,423,NULL,2015-08-24,2015-09-18,408,799,4,1,"Técnico em Agropecuária",513,"Castro e Viana Projetos e Serviços Agropecuário LTDA",2
839,160,3,0,424,NULL,2015-08-17,2015-09-15,425,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
844,160,3,0,426,NULL,2016-02-11,2016-03-09,408,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
847,160,3,0,429,NULL,2015-01-02,2015-01-30,431,799,4,1,"Técnico em Agropecuária",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
852,160,3,0,432,NULL,2015-07-13,2015-12-26,198,799,4,1,"Técnico em Agropecuária",850,"PER Produtos Agropecuários LTDA ",2
855,160,3,0,436,NULL,2015-06-27,2015-09-13,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
858,160,3,0,438,NULL,2015-01-05,2015-01-30,408,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
863,160,3,0,440,NULL,2016-01-04,2016-01-29,131,799,4,1,"Técnico em Agropecuária",861,"Terra Agrícola - Josemar Ramos de Sá",2
868,200,3,0,444,NULL,2015-08-24,2015-09-26,131,799,4,1,"Técnico em Agropecuária",866,"AgroPedras LTDA - ME - Rancho Rural",2
873,224,3,0,448,NULL,2014-12-20,2015-02-03,408,799,4,1,"Técnico em Agropecuária",871,"Kleber Sosnoski - Anildo Kurek - São Desidério - BA",NULL
878,260,3,0,452,NULL,2016-03-14,2016-04-29,189,799,4,1,"Técnico em Agropecuária",876,"Aliança Transporte e serviço Florestais LTDA ME ",NULL
879,120,3,0,452,NULL,1990-12-31,1990-12-31,189,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
882,160,3,0,455,NULL,2015-07-13,2015-12-18,397,799,4,1,"Técnico em Agropecuária",513,"Castro e Viana Projetos e Serviços Agropecuário LTDA",2
885,28,3,0,456,NULL,2015-02-18,2015-02-21,458,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
888,152,3,0,456,NULL,2016-02-16,2016-03-12,408,799,4,1,"Técnico em Agropecuária",886,"Comercial Recanto do Produtor Eireli",2
891,56,3,0,462,0,2015-01-26,2015-02-03,431,799,4,1,"Técnico em Agropecuária",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
894,48,3,0,462,NULL,2015-12-24,2016-01-03,131,799,4,1,"Técnico em Agropecuária",892,"Agroveterinária Itacarambi LTDA",2
895,64,3,0,462,NULL,2016-02-11,2016-02-22,466,799,4,1,"Técnico em Agropecuária",892,"Agroveterinária Itacarambi LTDA",2
898,160,3,0,467,NULL,2015-01-05,2015-07-15,154,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
901,106,3,0,468,NULL,2015-01-12,2015-02-03,198,799,4,1,"Técnico em Agropecuária",311,"Instituto Estadual de Floresta - IEF",1
902,54,3,0,468,NULL,2015-12-12,2016-12-31,198,799,4,1,"Técnico em Agropecuária",311,"Instituto Estadual de Floresta - IEF",1
905,160,3,0,470,0,2016-02-11,2016-03-09,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
910,80,3,0,471,NULL,2015-07-13,2015-07-27,425,799,4,1,"Técnico em Agropecuária",908,"Instituto Mineiro de Agropecuária - IMA",1
911,80,3,0,471,NULL,2015-08-17,2015-08-28,408,799,4,1,"Técnico em Agropecuária",908,"Instituto Mineiro de Agropecuária - IMA",1
914,160,3,0,475,NULL,2015-02-21,2015-07-24,196,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
917,160,3,0,477,NULL,2015-08-18,2016-01-12,196,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
920,40,3,0,478,NULL,2015-07-08,2015-07-21,408,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
921,120,3,0,478,NULL,2016-02-11,2016-03-03,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
924,160,3,0,480,NULL,2015-06-27,2015-09-13,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
927,160,3,0,481,NULL,2015-01-05,2015-01-30,189,799,4,1,"Técnico em Agropecuária",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
932,240,3,0,483,NULL,1995-01-02,1995-01-31,485,799,4,1,"Técnico em Agropecuária",930,"Distrito de Irrigação de Jaíba",NULL
935,160,3,0,483,NULL,2015-11-03,2015-11-30,189,799,4,1,"Técnico em Agropecuária",933,"Prefeitura Municipal de Itacarambi",1
938,160,3,0,489,NULL,2016-01-25,2016-02-19,397,799,4,1,"Técnico em Agropecuária",333,"ICIL Indústria e Comércio Itacarambi S/A",2
943,160,3,0,490,NULL,2016-02-13,2016-03-13,493,799,4,1,"Técnico em Agropecuária",941,"Universidade Federal de Viçosa",NULL
946,160,3,0,494,NULL,2016-02-15,2016-03-14,466,799,4,1,"Técnico em Agropecuária",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
949,80,3,0,496,0,2015-01-02,2015-01-16,431,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
950,96,3,0,496,NULL,2015-01-19,2015-02-03,196,799,4,1,"Técnico em Agropecuária",574,"Projetop - Projetos Serviços e Projetos Agropecuários LTDA - Januária/MG",NULL
953,136,3,0,498,NULL,2014-06-12,2014-07-25,458,799,4,1,"Técnico em Agropecuária",850,"PER Produtos Agropecuários LTDA ",2
954,24,3,0,498,NULL,2015-07-20,2015-07-22,437,799,4,1,"Técnico em Agropecuária",850,"PER Produtos Agropecuários LTDA ",2
959,486,3,0,499,NULL,2014-12-01,2015-03-31,466,799,4,1,"Técnico em Agropecuária",957,"Instituto de Desenvolvimento do Norte e Nordeste de Minas Gerais - IDENE",1
962,120,3,0,503,NULL,2016-02-11,2016-03-03,189,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
963,60,3,0,503,NULL,2015-08-31,2015-09-11,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
968,80,3,0,504,NULL,2015-07-13,2015-07-27,437,799,4,1,"Técnico em Agropecuária",966,"Itamar Rodrigues Pereira",NULL
971,80,3,0,504,NULL,2016-08-08,2016-08-19,408,799,4,1,"Técnico em Agropecuária",969,"Suinocultura União",2
1670,120,3,0,720,0,2018-07-25,2018-08-14,723,799,4,1,"Técnico em Agropecuária",1668,"Associação dos Pequenos Produtores Rurais e Agricultores de Poço Verde",NULL
2121,40,3,0,720,0,2019-01-02,2019-01-08,723,799,4,1,"Técnico em Agropecuária",1668,"Associação dos Pequenos Produtores Rurais e Agricultores de Poço Verde",NULL
1675,120,3,0,724,NULL,2018-07-25,2018-08-14,723,799,4,1,"Técnico em Agropecuária",1673,"Casa do Criador - Francisco Assis Guedes Júnior",2
2160,40,3,0,724,0,2019-01-07,2019-01-11,437,799,4,1,"Técnico em Agropecuária",2158,"Fazenda Curral Novo - Dilermando Dourado Pacheco",2
1713,80,3,0,746,NULL,2018-07-26,2018-08-08,437,799,4,1,"Técnico em Agropecuária",1709,"Fazenda Jataí",NULL
2484,80,3,0,746,0,2019-07-17,2019-07-30,437,799,4,1,"Técnico em Agropecuária",2223,"Casa da Ração - Raymundo Maurício Ramos",2
1716,80,3,0,748,NULL,2018-07-25,2018-08-07,189,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2474,80,3,0,748,0,2019-07-22,2019-08-02,437,799,4,1,"Técnico em Agropecuária",333,"ICIL Indústria e Comércio Itacarambi S/A",2
1721,80,3,0,749,0,2018-07-26,2018-08-08,437,799,4,1,"Técnico em Agropecuária",2143,"Fazenda Vista Alegre - Edvaldo Lopo Alkmim",2
1726,80,3,0,752,NULL,2018-07-30,2018-08-10,755,799,4,1,"Técnico em Agropecuária",1724,"Polomaq Burtitis Comércio e Representações de Tratores e Implementos LTDA",NULL
2433,80,3,0,752,0,2019-07-22,2019-08-02,196,799,4,1,"Técnico em Agropecuária",1724,"Polomaq Burtitis Comércio e Representações de Tratores e Implementos LTDA",NULL
1729,120,3,0,756,NULL,2018-07-25,2018-08-14,154,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2135,40,3,0,756,0,2019-01-07,2019-01-11,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1734,80,3,0,757,0,2018-07-30,2018-08-10,760,799,4,1,"Técnico em Agropecuária",933,"Prefeitura Municipal de Itacarambi",1
2487,80,3,0,757,0,2019-07-18,2019-08-02,437,799,4,1,"Técnico em Agropecuária",2172,"SHANKS FARMS LTDA - Marcelo Almeida Santos",2
1742,80,3,0,763,NULL,2018-07-25,2018-08-04,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
2486,80,3,0,763,0,2019-07-17,2019-07-30,437,799,4,1,"Técnico em Agropecuária",2168,"LOCMAQ - Alkmim Locação e Comércio LTDA",2
1745,80,3,0,766,NULL,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",892,"Agroveterinária Itacarambi LTDA",2
2389,80,3,0,766,0,2019-07-17,2019-07-31,437,799,4,1,"Técnico em Agropecuária",892,"Agroveterinária Itacarambi LTDA",2
1760,80,3,0,773,NULL,2018-07-25,2018-08-07,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
2463,80,3,0,773,0,2019-07-17,2019-07-27,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
1764,80,3,0,774,0,2018-07-26,2018-08-11,198,799,4,1,"Técnico em Agropecuária",1761,"Pet  Agrominas LTDA",2
2419,80,3,0,774,0,2019-07-17,2019-07-30,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1769,80,3,0,776,0,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",1767,"Casa de Sementes de Pastagens ME - Orlando da Mota Lisboa",2
2470,104,3,0,776,0,2019-07-17,2019-08-02,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
1774,80,3,0,779,NULL,2018-07-26,2018-08-08,437,799,4,1,"Técnico em Agropecuária",1772,"Sebastião Eustáquio de Oliveira & Cia LTDA - ME",2
2388,80,3,0,779,0,2019-07-17,2019-07-30,196,799,4,1,"Técnico em Agropecuária",2177,"Mercadão do Produtor de Januária",2
1779,80,3,0,782,NULL,2018-07-26,2018-08-08,408,799,4,1,"Técnico em Agropecuária",1777,"Maria Ursulina de Andrade e Cia LTDA",NULL
2449,80,3,0,782,0,2019-07-22,2019-08-02,196,799,4,1,"Técnico em Agropecuária",2219,"Apyflores Sertanejas LTDA",2
1782,80,3,0,785,NULL,2018-07-30,2018-08-10,408,799,4,1,"Técnico em Agropecuária",1767,"Casa de Sementes de Pastagens ME - Orlando da Mota Lisboa",2
2482,80,3,0,785,0,2019-07-17,2019-07-31,723,799,4,1,"Técnico em Agropecuária",1673,"Casa do Criador - Francisco Assis Guedes Júnior",2
1787,120,3,0,786,0,2018-07-25,2018-08-14,723,799,4,1,"Técnico em Agropecuária",1785,"Juneo Agronegócios LTDA ",NULL
2151,40,3,0,786,0,2018-12-24,2019-01-31,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
1790,120,3,0,789,0,2018-07-25,2018-08-14,723,799,4,1,"Técnico em Agropecuária",1785,"Juneo Agronegócios LTDA ",NULL
2157,40,3,0,789,0,2018-12-26,2019-01-03,154,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1793,80,3,0,790,NULL,2018-07-25,2018-08-08,408,799,4,1,"Técnico em Agropecuária",1792,"Cros Agro Industrial LTDA",2
2485,80,3,0,790,0,2019-07-22,2019-08-02,196,799,4,1,"Técnico em Agropecuária",2175,"Fazenda Paraíso - Rodrigo Sbwzzi",2
2558,40,3,0,792,0,2018-02-19,2018-02-23,466,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1810,120,3,0,797,NULL,2018-07-25,2018-08-14,198,799,4,1,"Técnico em Agropecuária",1808,"ReM Planejamento, Agrimensura e Consultoria ",2
2228,40,3,0,797,0,2019-02-21,2019-02-27,437,799,4,1,"Técnico em Agropecuária",1808,"ReM Planejamento, Agrimensura e Consultoria ",2
1815,80,3,0,799,NULL,2018-07-26,2018-08-08,198,799,4,1,"Técnico em Agropecuária",1813,"Associação Rural Apícola de Januária - ARAJAN",NULL
2405,80,3,0,799,0,2019-07-18,2019-07-31,437,799,4,1,"Técnico em Agropecuária",2209,"Fazenda Santana - Vilma Pereira de Moura",2
1818,80,3,0,801,NULL,2018-07-30,2018-08-10,408,799,4,1,"Técnico em Agropecuária",1673,"Casa do Criador - Francisco Assis Guedes Júnior",2
2469,80,3,0,801,0,2019-07-22,2019-08-02,466,799,4,1,"Técnico em Agropecuária",542,"Planejar projetos e Consultoria Januária LTDA - ME",2
1823,80,3,0,802,NULL,2018-07-23,2018-08-03,466,799,4,1,"Técnico em Agropecuária",1819,"Fazenda Buritizinho - Zezito Alves Pereira",2
2414,80,3,0,802,0,2019-07-22,2019-08-02,466,799,4,1,"Técnico em Agropecuária",1819,"Fazenda Buritizinho - Zezito Alves Pereira",2
1828,80,3,0,804,NULL,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",1826,"Fazenda Segredo Gameleira -  Rodrigo A. Fernandes",NULL
2386,80,3,0,804,0,2019-07-17,2019-07-30,437,799,4,1,"Técnico em Agropecuária",861,"Terra Agrícola - Josemar Ramos de Sá",2
1833,80,3,0,806,NULL,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",333,"ICIL Indústria e Comércio Itacarambi S/A",2
2431,80,3,0,806,0,2019-07-17,2019-07-30,196,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1836,80,3,0,808,NULL,2018-07-26,2018-08-11,154,799,4,1,"Técnico em Agropecuária",1761,"Pet  Agrominas LTDA",2
2490,80,3,0,808,0,2019-07-22,2019-08-02,437,799,4,1,"Técnico em Agropecuária",1673,"Casa do Criador - Francisco Assis Guedes Júnior",2
1839,80,3,0,809,NULL,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",333,"ICIL Indústria e Comércio Itacarambi S/A",2
2612,80,3,0,809,0,2019-07-17,2019-07-30,196,799,4,1,"Técnico em Agropecuária",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
1842,80,3,0,810,NULL,2018-07-25,2018-08-14,437,799,4,1,"Técnico em Agropecuária",1792,"Cros Agro Industrial LTDA",2
2429,80,3,0,810,0,2019-07-17,2019-07-31,437,799,4,1,"Técnico em Agropecuária",2218,"Antônio José Moraria Macedo",2
1847,80,3,0,811,NULL,2018-07-25,2018-08-07,437,799,4,1,"Técnico em Agropecuária",1845,"Gustavo Massire Cêndido ME - Casa do Fazendeiro",2
2415,800,3,0,811,0,2019-07-22,2019-08-02,437,799,4,1,"Técnico em Agropecuária",1041,"Prefeitura Municipal de Januária ",1
1852,80,3,0,813,NULL,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",1850,"Fazenda Agropasto - Lagoa Danta",NULL
3087,80,3,0,813,0,2019-07-06,2019-08-02,437,799,4,1,"Técnico em Agropecuária",2143,"Fazenda Vista Alegre - Edvaldo Lopo Alkmim",2
1855,120,3,0,815,0,2018-07-25,2018-08-14,723,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2136,40,3,0,815,0,2019-01-07,2019-01-13,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1858,80,3,0,816,NULL,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",892,"Agroveterinária Itacarambi LTDA",2
2403,80,3,0,816,0,2019-07-17,2019-07-31,437,799,4,1,"Técnico em Agropecuária",892,"Agroveterinária Itacarambi LTDA",2
1861,80,3,0,817,0,2018-07-25,2018-08-06,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
2394,800,3,0,817,0,2019-07-17,2019-07-30,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
1864,80,3,0,818,NULL,2018-07-25,2018-08-04,437,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
2473,80,3,0,818,0,2019-07-17,2019-07-30,437,799,4,1,"Técnico em Agropecuária",311,"Instituto Estadual de Floresta - IEF",1
1867,40,3,0,819,NULL,2018-07-30,2018-08-03,198,799,4,1,"Técnico em Agropecuária",600,"Fazenda Triunfo - Rodolpho Velloso Rebello",2
2188,40,3,0,819,0,2019-01-04,2019-01-10,198,799,4,1,"Técnico em Agropecuária",842,"Nunes e Matos Agro LTDA - ME",2
2410,80,3,0,819,0,2019-07-22,2019-08-02,437,799,4,1,"Técnico em Agropecuária",866,"AgroPedras LTDA - ME - Rancho Rural",2
1873,80,3,0,822,0,2018-07-30,2018-08-10,437,799,4,1,"Técnico em Agropecuária",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
